Current;Current Ideal;Power;;;;;;
1,684915;7,076643;212,29929;;;;;;
1,685354;7,0784868;212,354604;;;;;;
1,685793;7,0803306;212,409918;;;;;;
1,686232;7,0821744;212,465232;;;;;;
1,68667;7,084014;212,52042;;;;;;
1,687109;7,0858578;212,575734;;;;;;
1,687547;7,0876974;212,630922;;;;;;
1,687985;7,089537;212,68611;;;;;;
1,688423;7,0913766;212,741298;;;;;;
1,688861;7,0932162;212,796486;;;;;;
1,689299;7,0950558;212,851674;;;;;;
1,689737;7,0968954;212,906862;;;;;;
1,690175;7,098735;212,96205;;;;;;
1,690612;7,1005704;213,017112;;;;;;
1,691049;7,1024058;213,072174;;;;;;
1,691487;7,1042454;213,127362;;;;;;
1,691924;7,1060808;213,182424;;;;;;
1,692361;7,1079162;213,237486;;;;;;
1,692798;7,1097516;213,292548;;;;;;
1,693234;7,1115828;213,347484;;;;;;
1,693671;7,1134182;213,402546;;;;;;
1,694107;7,1152494;213,457482;;;;;;
1,694544;7,1170848;213,512544;;;;;;
1,69498;7,118916;213,56748;;;;;;
1,695416;7,1207472;213,622416;;;;;;
1,695852;7,1225784;213,677352;;;;;;
1,696288;7,1244096;213,732288;;;;;;
1,696724;7,1262408;213,787224;;;;;;
1,697159;7,1280678;213,842034;;;;;;
1,697595;7,129899;213,89697;;;;;;
1,69803;7,131726;213,95178;;;;;;
1,698465;7,133553;214,00659;;;;;;
1,698901;7,1353842;214,061526;;;;;;
1,699336;7,1372112;214,116336;;;;;;
1,69977;7,139034;214,17102;;;;;;
1,700205;7,140861;214,22583;;;;;;
1,70064;7,142688;214,28064;;;;;;
1,701074;7,1445108;214,335324;;;;;;
1,701509;7,1463378;214,390134;;;;;;
1,701943;7,1481606;214,444818;;;;;;
1,702377;7,1499834;214,499502;;;;;;
1,702811;7,1518062;214,554186;;;;;;
1,703245;7,153629;214,60887;;;;;;
1,703678;7,1554476;214,663428;;;;;;
1,704112;7,1572704;214,718112;;;;;;
1,704546;7,1590932;214,772796;;;;;;
1,704979;7,1609118;214,827354;;;;;;
1,705412;7,1627304;214,881912;;;;;;
1,705845;7,164549;214,93647;;;;;;
1,706278;7,1663676;214,991028;;;;;;
1,706711;7,1681862;215,045586;;;;;;
1,707144;7,1700048;215,100144;;;;;;
1,707577;7,1718234;215,154702;;;;;;
1,708009;7,1736378;215,209134;;;;;;
1,708441;7,1754522;215,263566;;;;;;
1,708874;7,1772708;215,318124;;;;;;
1,709306;7,1790852;215,372556;;;;;;
1,709738;7,1808996;215,426988;;;;;;
1,710169;7,1827098;215,481294;;;;;;
1,710601;7,1845242;215,535726;;;;;;
1,711033;7,1863386;215,590158;;;;;;
1,711464;7,1881488;215,644464;;;;;;
1,711896;7,1899632;215,698896;;;;;;
1,712327;7,1917734;215,753202;;;;;;
1,712758;7,1935836;215,807508;;;;;;
1,713189;7,1953938;215,861814;;;;;;
1,71362;7,197204;215,91612;;;;;;
1,714051;7,1990142;215,970426;;;;;;
1,714481;7,2008202;216,024606;;;;;;
1,714912;7,2026304;216,078912;;;;;;
1,715342;7,2044364;216,133092;;;;;;
1,715772;7,2062424;216,187272;;;;;;
1,716202;7,2080484;216,241452;;;;;;
1,716632;7,2098544;216,295632;;;;;;
1,717062;7,2116604;216,349812;;;;;;
1,717492;7,2134664;216,403992;;;;;;
1,717921;7,2152682;216,458046;;;;;;
1,718351;7,2170742;216,512226;;;;;;
1,71878;7,218876;216,56628;;;;;;
1,719209;7,2206778;216,620334;;;;;;
1,719638;7,2224796;216,674388;;;;;;
1,720067;7,2242814;216,728442;;;;;;
1,720496;7,2260832;216,782496;;;;;;
1,720925;7,227885;216,83655;;;;;;
1,721353;7,2296826;216,890478;;;;;;
1,721782;7,2314844;216,944532;;;;;;
1,72221;7,233282;216,99846;;;;;;
1,722638;7,2350796;217,052388;;;;;;
1,723066;7,2368772;217,106316;;;;;;
1,723494;7,2386748;217,160244;;;;;;
1,723922;7,2404724;217,214172;;;;;;
1,72435;7,24227;217,2681;;;;;;
1,724777;7,2440634;217,321902;;;;;;
1,725205;7,245861;217,37583;;;;;;
1,725632;7,2476544;217,429632;;;;;;
1,726059;7,2494478;217,483434;;;;;;
1,726486;7,2512412;217,537236;;;;;;
1,726913;7,2530346;217,591038;;;;;;
1,72734;7,254828;217,64484;;;;;;
1,727767;7,2566214;217,698642;;;;;;
1,728193;7,2584106;217,752318;;;;;;
1,72862;7,260204;217,80612;;;;;;
1,729046;7,2619932;217,859796;;;;;;
1,729472;7,2637824;217,913472;;;;;;
1,729898;7,2655716;217,967148;;;;;;
1,730324;7,2673608;218,020824;;;;;;
1,73075;7,26915;218,0745;;;;;;
1,731175;7,270935;218,12805;;;;;;
1,731601;7,2727242;218,181726;;;;;;
1,732026;7,2745092;218,235276;;;;;;
1,732452;7,2762984;218,288952;;;;;;
1,732877;7,2780834;218,342502;;;;;;
1,733302;7,2798684;218,396052;;;;;;
1,733727;7,2816534;218,449602;;;;;;
1,734151;7,2834342;218,503026;;;;;;
1,734576;7,2852192;218,556576;;;;;;
1,735;7,287;218,61;;;;;;
1,735425;7,288785;218,66355;;;;;;
1,735849;7,2905658;218,716974;;;;;;
1,736273;7,2923466;218,770398;;;;;;
1,736697;7,2941274;218,823822;;;;;;
1,737121;7,2959082;218,877246;;;;;;
1,737545;7,297689;218,93067;;;;;;
1,737968;7,2994656;218,983968;;;;;;
1,738392;7,3012464;219,037392;;;;;;
1,738815;7,303023;219,09069;;;;;;
1,739238;7,3047996;219,143988;;;;;;
1,739661;7,3065762;219,197286;;;;;;
1,740084;7,3083528;219,250584;;;;;;
1,740507;7,3101294;219,303882;;;;;;
1,74093;7,311906;219,35718;;;;;;
1,741353;7,3136826;219,410478;;;;;;
1,741775;7,315455;219,46365;;;;;;
1,742197;7,3172274;219,516822;;;;;;
1,74262;7,319004;219,57012;;;;;;
1,743042;7,3207764;219,623292;;;;;;
1,743464;7,3225488;219,676464;;;;;;
1,743885;7,324317;219,72951;;;;;;
1,744307;7,3260894;219,782682;;;;;;
1,744729;7,3278618;219,835854;;;;;;
1,74515;7,32963;219,8889;;;;;;
1,745571;7,3313982;219,941946;;;;;;
1,745992;7,3331664;219,994992;;;;;;
1,746413;7,3349346;220,048038;;;;;;
1,746834;7,3367028;220,101084;;;;;;
1,747255;7,338471;220,15413;;;;;;
1,747676;7,3402392;220,207176;;;;;;
1,748096;7,3420032;220,260096;;;;;;
1,748517;7,3437714;220,313142;;;;;;
1,748937;7,3455354;220,366062;;;;;;
1,749357;7,3472994;220,418982;;;;;;
1,749777;7,3490634;220,471902;;;;;;
1,750197;7,3508274;220,524822;;;;;;
1,750617;7,3525914;220,577742;;;;;;
1,751036;7,3543512;220,630536;;;;;;
1,751456;7,3561152;220,683456;;;;;;
1,751875;7,357875;220,73625;;;;;;
1,752295;7,359639;220,78917;;;;;;
1,752714;7,3613988;220,841964;;;;;;
1,753133;7,3631586;220,894758;;;;;;
1,753551;7,3649142;220,947426;;;;;;
1,75397;7,366674;221,00022;;;;;;
1,754389;7,3684338;221,053014;;;;;;
1,754807;7,3701894;221,105682;;;;;;
1,755226;7,3719492;221,158476;;;;;;
1,755644;7,3737048;221,211144;;;;;;
1,756062;7,3754604;221,263812;;;;;;
1,75648;7,377216;221,31648;;;;;;
1,756898;7,3789716;221,369148;;;;;;
1,757315;7,380723;221,42169;;;;;;
1,757733;7,3824786;221,474358;;;;;;
1,75815;7,38423;221,5269;;;;;;
1,758568;7,3859856;221,579568;;;;;;
1,758985;7,387737;221,63211;;;;;;
1,759402;7,3894884;221,684652;;;;;;
1,759819;7,3912398;221,737194;;;;;;
1,760235;7,392987;221,78961;;;;;;
1,760652;7,3947384;221,842152;;;;;;
1,761069;7,3964898;221,894694;;;;;;
1,761485;7,398237;221,94711;;;;;;
1,761901;7,3999842;221,999526;;;;;;
1,762317;7,4017314;222,051942;;;;;;
1,762733;7,4034786;222,104358;;;;;;
1,763149;7,4052258;222,156774;;;;;;
1,763565;7,406973;222,20919;;;;;;
1,763981;7,4087202;222,261606;;;;;;
1,764396;7,4104632;222,313896;;;;;;
1,764811;7,4122062;222,366186;;;;;;
1,765227;7,4139534;222,418602;;;;;;
1,765642;7,4156964;222,470892;;;;;;
1,766057;7,4174394;222,523182;;;;;;
1,766472;7,4191824;222,575472;;;;;;
1,766886;7,4209212;222,627636;;;;;;
1,767301;7,4226642;222,679926;;;;;;
1,767715;7,424403;222,73209;;;;;;
1,76813;7,426146;222,78438;;;;;;
1,768544;7,4278848;222,836544;;;;;;
1,768958;7,4296236;222,888708;;;;;;
1,769372;7,4313624;222,940872;;;;;;
1,769786;7,4331012;222,993036;;;;;;
1,770199;7,4348358;223,045074;;;;;;
1,770613;7,4365746;223,097238;;;;;;
1,771026;7,4383092;223,149276;;;;;;
1,771439;7,4400438;223,201314;;;;;;
1,771852;7,4417784;223,253352;;;;;;
1,772266;7,4435172;223,305516;;;;;;
1,772678;7,4452476;223,357428;;;;;;
1,773091;7,4469822;223,409466;;;;;;
1,773504;7,4487168;223,461504;;;;;;
1,773916;7,4504472;223,513416;;;;;;
1,774329;7,4521818;223,565454;;;;;;
1,774741;7,4539122;223,617366;;;;;;
1,775153;7,4556426;223,669278;;;;;;
1,775565;7,457373;223,72119;;;;;;
1,775977;7,4591034;223,773102;;;;;;
1,776388;7,4608296;223,824888;;;;;;
1,7768;7,46256;223,8768;;;;;;
1,777211;7,4642862;223,928586;;;;;;
1,777623;7,4660166;223,980498;;;;;;
1,778034;7,4677428;224,032284;;;;;;
1,778445;7,469469;224,08407;;;;;;
1,778856;7,4711952;224,135856;;;;;;
1,779267;7,4729214;224,187642;;;;;;
1,779677;7,4746434;224,239302;;;;;;
1,780088;7,4763696;224,291088;;;;;;
1,780498;7,4780916;224,342748;;;;;;
1,780909;7,4798178;224,394534;;;;;;
1,781319;7,4815398;224,446194;;;;;;
1,781729;7,4832618;224,497854;;;;;;
1,782139;7,4849838;224,549514;;;;;;
1,782548;7,4867016;224,601048;;;;;;
1,782958;7,4884236;224,652708;;;;;;
1,783367;7,4901414;224,704242;;;;;;
1,783777;7,4918634;224,755902;;;;;;
1,784186;7,4935812;224,807436;;;;;;
1,784595;7,495299;224,85897;;;;;;
1,785004;7,4970168;224,910504;;;;;;
1,785413;7,4987346;224,962038;;;;;;
1,785821;7,5004482;225,013446;;;;;;
1,78623;7,502166;225,06498;;;;;;
1,786638;7,5038796;225,116388;;;;;;
1,787047;7,5055974;225,167922;;;;;;
1,787455;7,507311;225,21933;;;;;;
1,787863;7,5090246;225,270738;;;;;;
1,788271;7,5107382;225,322146;;;;;;
1,788679;7,5124518;225,373554;;;;;;
1,789086;7,5141612;225,424836;;;;;;
1,789494;7,5158748;225,476244;;;;;;
1,789901;7,5175842;225,527526;;;;;;
1,790308;7,5192936;225,578808;;;;;;
1,790715;7,521003;225,63009;;;;;;
1,791122;7,5227124;225,681372;;;;;;
1,791529;7,5244218;225,732654;;;;;;
1,791936;7,5261312;225,783936;;;;;;
1,792343;7,5278406;225,835218;;;;;;
1,792749;7,5295458;225,886374;;;;;;
1,793155;7,531251;225,93753;;;;;;
1,793562;7,5329604;225,988812;;;;;;
1,793968;7,5346656;226,039968;;;;;;
1,794374;7,5363708;226,091124;;;;;;
1,794779;7,5380718;226,142154;;;;;;
1,795185;7,539777;226,19331;;;;;;
1,795591;7,5414822;226,244466;;;;;;
1,795996;7,5431832;226,295496;;;;;;
1,796401;7,5448842;226,346526;;;;;;
1,796806;7,5465852;226,397556;;;;;;
1,797211;7,5482862;226,448586;;;;;;
1,797616;7,5499872;226,499616;;;;;;
1,798021;7,5516882;226,550646;;;;;;
1,798425;7,553385;226,60155;;;;;;
1,79883;7,555086;226,65258;;;;;;
1,799234;7,5567828;226,703484;;;;;;
1,799638;7,5584796;226,754388;;;;;;
1,800043;7,5601806;226,805418;;;;;;
1,800446;7,5618732;226,856196;;;;;;
1,80085;7,56357;226,9071;;;;;;
1,801254;7,5652668;226,958004;;;;;;
1,801657;7,5669594;227,008782;;;;;;
1,802061;7,5686562;227,059686;;;;;;
1,802464;7,5703488;227,110464;;;;;;
1,802867;7,5720414;227,161242;;;;;;
1,80327;7,573734;227,21202;;;;;;
1,803673;7,5754266;227,262798;;;;;;
1,804076;7,5771192;227,313576;;;;;;
1,804479;7,5788118;227,364354;;;;;;
1,804881;7,5805002;227,415006;;;;;;
1,805283;7,5821886;227,465658;;;;;;
1,805686;7,5838812;227,516436;;;;;;
1,806088;7,5855696;227,567088;;;;;;
1,80649;7,587258;227,61774;;;;;;
1,806891;7,5889422;227,668266;;;;;;
1,807293;7,5906306;227,718918;;;;;;
1,807695;7,592319;227,76957;;;;;;
1,808096;7,5940032;227,820096;;;;;;
1,808497;7,5956874;227,870622;;;;;;
1,808898;7,5973716;227,921148;;;;;;
1,809299;7,5990558;227,971674;;;;;;
1,8097;7,60074;228,0222;;;;;;
1,810101;7,6024242;228,072726;;;;;;
1,810502;7,6041084;228,123252;;;;;;
1,810902;7,6057884;228,173652;;;;;;
1,811303;7,6074726;228,224178;;;;;;
1,811703;7,6091526;228,274578;;;;;;
1,812103;7,6108326;228,324978;;;;;;
1,812503;7,6125126;228,375378;;;;;;
1,812903;7,6141926;228,425778;;;;;;
1,813302;7,6158684;228,476052;;;;;;
1,813702;7,6175484;228,526452;;;;;;
1,814101;7,6192242;228,576726;;;;;;
1,8145;7,6209;228,627;;;;;;
1,8149;7,62258;228,6774;;;;;;
1,815299;7,6242558;228,727674;;;;;;
1,815698;7,6259316;228,777948;;;;;;
1,816096;7,6276032;228,828096;;;;;;
1,816495;7,629279;228,87837;;;;;;
1,816893;7,6309506;228,928518;;;;;;
1,817292;7,6326264;228,978792;;;;;;
1,81769;7,634298;229,02894;;;;;;
1,818088;7,6359696;229,079088;;;;;;
1,818486;7,6376412;229,129236;;;;;;
1,818884;7,6393128;229,179384;;;;;;
1,819281;7,6409802;229,229406;;;;;;
1,819679;7,6426518;229,279554;;;;;;
1,820076;7,6443192;229,329576;;;;;;
1,820474;7,6459908;229,379724;;;;;;
1,820871;7,6476582;229,429746;;;;;;
1,821268;7,6493256;229,479768;;;;;;
1,821665;7,650993;229,52979;;;;;;
1,822061;7,6526562;229,579686;;;;;;
1,822458;7,6543236;229,629708;;;;;;
1,822855;7,655991;229,67973;;;;;;
1,823251;7,6576542;229,729626;;;;;;
1,823647;7,6593174;229,779522;;;;;;
1,824043;7,6609806;229,829418;;;;;;
1,824439;7,6626438;229,879314;;;;;;
1,824835;7,664307;229,92921;;;;;;
1,82523;7,665966;229,97898;;;;;;
1,825626;7,6676292;230,028876;;;;;;
1,826021;7,6692882;230,078646;;;;;;
1,826417;7,6709514;230,128542;;;;;;
1,826812;7,6726104;230,178312;;;;;;
1,827207;7,6742694;230,228082;;;;;;
1,827602;7,6759284;230,277852;;;;;;
1,827996;7,6775832;230,327496;;;;;;
1,828391;7,6792422;230,377266;;;;;;
1,828785;7,680897;230,42691;;;;;;
1,82918;7,682556;230,47668;;;;;;
1,829574;7,6842108;230,526324;;;;;;
1,829968;7,6858656;230,575968;;;;;;
1,830362;7,6875204;230,625612;;;;;;
1,830756;7,6891752;230,675256;;;;;;
1,831149;7,6908258;230,724774;;;;;;
1,831543;7,6924806;230,774418;;;;;;
1,831936;7,6941312;230,823936;;;;;;
1,832329;7,6957818;230,873454;;;;;;
1,832723;7,6974366;230,923098;;;;;;
1,833115;7,699083;230,97249;;;;;;
1,833508;7,7007336;231,022008;;;;;;
1,833901;7,7023842;231,071526;;;;;;
1,834294;7,7040348;231,121044;;;;;;
1,834686;7,7056812;231,170436;;;;;;
1,835078;7,7073276;231,219828;;;;;;
1,83547;7,708974;231,26922;;;;;;
1,835863;7,7106246;231,318738;;;;;;
1,836254;7,7122668;231,368004;;;;;;
1,836646;7,7139132;231,417396;;;;;;
1,837038;7,7155596;231,466788;;;;;;
1,837429;7,7172018;231,516054;;;;;;
1,837821;7,7188482;231,565446;;;;;;
1,838212;7,7204904;231,614712;;;;;;
1,838603;7,7221326;231,663978;;;;;;
1,838994;7,7237748;231,713244;;;;;;
1,839385;7,725417;231,76251;;;;;;
1,839775;7,727055;231,81165;;;;;;
1,840166;7,7286972;231,860916;;;;;;
1,840556;7,7303352;231,910056;;;;;;
1,840947;7,7319774;231,959322;;;;;;
1,841337;7,7336154;232,008462;;;;;;
1,841727;7,7352534;232,057602;;;;;;
1,842116;7,7368872;232,106616;;;;;;
1,842506;7,7385252;232,155756;;;;;;
1,842896;7,7401632;232,204896;;;;;;
1,843285;7,741797;232,25391;;;;;;
1,843675;7,743435;232,30305;;;;;;
1,844064;7,7450688;232,352064;;;;;;
1,844453;7,7467026;232,401078;;;;;;
1,844842;7,7483364;232,450092;;;;;;
1,84523;7,749966;232,49898;;;;;;
1,845619;7,7515998;232,547994;;;;;;
1,846008;7,7532336;232,597008;;;;;;
1,846396;7,7548632;232,645896;;;;;;
1,846784;7,7564928;232,694784;;;;;;
1,847172;7,7581224;232,743672;;;;;;
1,84756;7,759752;232,79256;;;;;;
1,847948;7,7613816;232,841448;;;;;;
1,848336;7,7630112;232,890336;;;;;;
1,848723;7,7646366;232,939098;;;;;;
1,849111;7,7662662;232,987986;;;;;;
1,849498;7,7678916;233,036748;;;;;;
1,849885;7,769517;233,08551;;;;;;
1,850272;7,7711424;233,134272;;;;;;
1,850659;7,7727678;233,183034;;;;;;
1,851046;7,7743932;233,231796;;;;;;
1,851432;7,7760144;233,280432;;;;;;
1,851819;7,7776398;233,329194;;;;;;
1,852205;7,779261;233,37783;;;;;;
1,852591;7,7808822;233,426466;;;;;;
1,852977;7,7825034;233,475102;;;;;;
1,853363;7,7841246;233,523738;;;;;;
1,853749;7,7857458;233,572374;;;;;;
1,854135;7,787367;233,62101;;;;;;
1,85452;7,788984;233,66952;;;;;;
1,854906;7,7906052;233,718156;;;;;;
1,855291;7,7922222;233,766666;;;;;;
1,855676;7,7938392;233,815176;;;;;;
1,856061;7,7954562;233,863686;;;;;;
1,856446;7,7970732;233,912196;;;;;;
1,85683;7,798686;233,96058;;;;;;
1,857215;7,800303;234,00909;;;;;;
1,857599;7,8019158;234,057474;;;;;;
1,857984;7,8035328;234,105984;;;;;;
1,858368;7,8051456;234,154368;;;;;;
1,858752;7,8067584;234,202752;;;;;;
1,859136;7,8083712;234,251136;;;;;;
1,859519;7,8099798;234,299394;;;;;;
1,859903;7,8115926;234,347778;;;;;;
1,860286;7,8132012;234,396036;;;;;;
1,86067;7,814814;234,44442;;;;;;
1,861053;7,8164226;234,492678;;;;;;
1,861436;7,8180312;234,540936;;;;;;
1,861819;7,8196398;234,589194;;;;;;
1,862202;7,8212484;234,637452;;;;;;
1,862584;7,8228528;234,685584;;;;;;
1,862967;7,8244614;234,733842;;;;;;
1,863349;7,8260658;234,781974;;;;;;
1,863731;7,8276702;234,830106;;;;;;
1,864113;7,8292746;234,878238;;;;;;
1,864495;7,830879;234,92637;;;;;;
1,864877;7,8324834;234,974502;;;;;;
1,865259;7,8340878;235,022634;;;;;;
1,86564;7,835688;235,07064;;;;;;
1,866022;7,8372924;235,118772;;;;;;
1,866403;7,8388926;235,166778;;;;;;
1,866784;7,8404928;235,214784;;;;;;
1,867165;7,842093;235,26279;;;;;;
1,867546;7,8436932;235,310796;;;;;;
1,867927;7,8452934;235,358802;;;;;;
1,868307;7,8468894;235,406682;;;;;;
1,868688;7,8484896;235,454688;;;;;;
1,869068;7,8500856;235,502568;;;;;;
1,869448;7,8516816;235,550448;;;;;;
1,869828;7,8532776;235,598328;;;;;;
1,870208;7,8548736;235,646208;;;;;;
1,870588;7,8564696;235,694088;;;;;;
1,870968;7,8580656;235,741968;;;;;;
1,871347;7,8596574;235,789722;;;;;;
1,871726;7,8612492;235,837476;;;;;;
1,872105;7,862841;235,88523;;;;;;
1,872485;7,864437;235,93311;;;;;;
1,872864;7,8660288;235,980864;;;;;;
1,873242;7,8676164;236,028492;;;;;;
1,873621;7,8692082;236,076246;;;;;;
1,873999;7,8707958;236,123874;;;;;;
1,874378;7,8723876;236,171628;;;;;;
1,874756;7,8739752;236,219256;;;;;;
1,875134;7,8755628;236,266884;;;;;;
1,875512;7,8771504;236,314512;;;;;;
1,87589;7,878738;236,36214;;;;;;
1,876268;7,8803256;236,409768;;;;;;
1,876645;7,881909;236,45727;;;;;;
1,877023;7,8834966;236,504898;;;;;;
1,8774;7,88508;236,5524;;;;;;
1,877777;7,8866634;236,599902;;;;;;
1,878154;7,8882468;236,647404;;;;;;
1,878531;7,8898302;236,694906;;;;;;
1,878907;7,8914094;236,742282;;;;;;
1,879284;7,8929928;236,789784;;;;;;
1,87966;7,894572;236,83716;;;;;;
1,880037;7,8961554;236,884662;;;;;;
1,880413;7,8977346;236,932038;;;;;;
1,880789;7,8993138;236,979414;;;;;;
1,881165;7,900893;237,02679;;;;;;
1,881541;7,9024722;237,074166;;;;;;
1,881916;7,9040472;237,121416;;;;;;
1,882292;7,9056264;237,168792;;;;;;
1,882667;7,9072014;237,216042;;;;;;
1,883042;7,9087764;237,263292;;;;;;
1,883417;7,9103514;237,310542;;;;;;
1,883792;7,9119264;237,357792;;;;;;
1,884167;7,9135014;237,405042;;;;;;
1,884542;7,9150764;237,452292;;;;;;
1,884916;7,9166472;237,499416;;;;;;
1,88529;7,918218;237,54654;;;;;;
1,885665;7,919793;237,59379;;;;;;
1,886039;7,9213638;237,640914;;;;;;
1,886413;7,9229346;237,688038;;;;;;
1,886786;7,9245012;237,735036;;;;;;
1,88716;7,926072;237,78216;;;;;;
1,887534;7,9276428;237,829284;;;;;;
1,887907;7,9292094;237,876282;;;;;;
1,88828;7,930776;237,92328;;;;;;
1,888653;7,9323426;237,970278;;;;;;
1,889026;7,9339092;238,017276;;;;;;
1,889399;7,9354758;238,064274;;;;;;
1,889772;7,9370424;238,111272;;;;;;
1,890144;7,9386048;238,158144;;;;;;
1,890517;7,9401714;238,205142;;;;;;
1,890889;7,9417338;238,252014;;;;;;
1,891261;7,9432962;238,298886;;;;;;
1,891633;7,9448586;238,345758;;;;;;
1,892005;7,946421;238,39263;;;;;;
1,892377;7,9479834;238,439502;;;;;;
1,892748;7,9495416;238,486248;;;;;;
1,89312;7,951104;238,53312;;;;;;
1,893491;7,9526622;238,579866;;;;;;
1,893862;7,9542204;238,626612;;;;;;
1,894233;7,9557786;238,673358;;;;;;
1,894604;7,9573368;238,720104;;;;;;
1,894975;7,958895;238,76685;;;;;;
1,895346;7,9604532;238,813596;;;;;;
1,895716;7,9620072;238,860216;;;;;;
1,896086;7,9635612;238,906836;;;;;;
1,896456;7,9651152;238,953456;;;;;;
1,896827;7,9666734;239,000202;;;;;;
1,897196;7,9682232;239,046696;;;;;;
1,897566;7,9697772;239,093316;;;;;;
1,897936;7,9713312;239,139936;;;;;;
1,898305;7,972881;239,18643;;;;;;
1,898675;7,974435;239,23305;;;;;;
1,899044;7,9759848;239,279544;;;;;;
1,899413;7,9775346;239,326038;;;;;;
1,899782;7,9790844;239,372532;;;;;;
1,900151;7,9806342;239,419026;;;;;;
1,900519;7,9821798;239,465394;;;;;;
1,900888;7,9837296;239,511888;;;;;;
1,901256;7,9852752;239,558256;;;;;;
1,901624;7,9868208;239,604624;;;;;;
1,901992;7,9883664;239,650992;;;;;;
1,90236;7,989912;239,69736;;;;;;
1,902728;7,9914576;239,743728;;;;;;
1,903096;7,9930032;239,790096;;;;;;
1,903463;7,9945446;239,836338;;;;;;
1,903831;7,9960902;239,882706;;;;;;
1,904198;7,9976316;239,928948;;;;;;
1,904565;7,999173;239,97519;;;;;;
1,904932;8,0007144;240,021432;;;;;;
1,905299;8,0022558;240,067674;;;;;;
1,905666;8,0037972;240,113916;;;;;;
1,906032;8,0053344;240,160032;;;;;;
1,906399;8,0068758;240,206274;;;;;;
1,906765;8,008413;240,25239;;;;;;
1,907131;8,0099502;240,298506;;;;;;
1,907497;8,0114874;240,344622;;;;;;
1,907863;8,0130246;240,390738;;;;;;
1,908228;8,0145576;240,436728;;;;;;
1,908594;8,0160948;240,482844;;;;;;
1,908959;8,0176278;240,528834;;;;;;
1,909325;8,019165;240,57495;;;;;;
1,90969;8,020698;240,62094;;;;;;
1,910055;8,022231;240,66693;;;;;;
1,91042;8,023764;240,71292;;;;;;
1,910784;8,0252928;240,758784;;;;;;
1,911149;8,0268258;240,804774;;;;;;
1,911513;8,0283546;240,850638;;;;;;
1,911878;8,0298876;240,896628;;;;;;
1,912242;8,0314164;240,942492;;;;;;
1,912606;8,0329452;240,988356;;;;;;
1,91297;8,034474;241,03422;;;;;;
1,913334;8,0360028;241,080084;;;;;;
1,913697;8,0375274;241,125822;;;;;;
1,914061;8,0390562;241,171686;;;;;;
1,914424;8,0405808;241,217424;;;;;;
1,914787;8,0421054;241,263162;;;;;;
1,91515;8,04363;241,3089;;;;;;
1,915513;8,0451546;241,354638;;;;;;
1,915876;8,0466792;241,400376;;;;;;
1,916238;8,0481996;241,445988;;;;;;
1,916601;8,0497242;241,491726;;;;;;
1,916963;8,0512446;241,537338;;;;;;
1,917325;8,052765;241,58295;;;;;;
1,917687;8,0542854;241,628562;;;;;;
1,918049;8,0558058;241,674174;;;;;;
1,918411;8,0573262;241,719786;;;;;;
1,918773;8,0588466;241,765398;;;;;;
1,919134;8,0603628;241,810884;;;;;;
1,919495;8,061879;241,85637;;;;;;
1,919857;8,0633994;241,901982;;;;;;
1,920218;8,0649156;241,947468;;;;;;
1,920578;8,0664276;241,992828;;;;;;
1,920939;8,0679438;242,038314;;;;;;
1,9213;8,06946;242,0838;;;;;;
1,92166;8,070972;242,12916;;;;;;
1,922021;8,0724882;242,174646;;;;;;
1,922381;8,0740002;242,220006;;;;;;
1,922741;8,0755122;242,265366;;;;;;
1,923101;8,0770242;242,310726;;;;;;
1,923461;8,0785362;242,356086;;;;;;
1,92382;8,080044;242,40132;;;;;;
1,92418;8,081556;242,44668;;;;;;
1,924539;8,0830638;242,491914;;;;;;
1,924898;8,0845716;242,537148;;;;;;
1,925257;8,0860794;242,582382;;;;;;
1,925616;8,0875872;242,627616;;;;;;
1,925975;8,089095;242,67285;;;;;;
1,926334;8,0906028;242,718084;;;;;;
1,926692;8,0921064;242,763192;;;;;;
1,927051;8,0936142;242,808426;;;;;;
1,927409;8,0951178;242,853534;;;;;;
1,927767;8,0966214;242,898642;;;;;;
1,928125;8,098125;242,94375;;;;;;
1,928483;8,0996286;242,988858;;;;;;
1,92884;8,101128;243,03384;;;;;;
1,929198;8,1026316;243,078948;;;;;;
1,929555;8,104131;243,12393;;;;;;
1,929912;8,1056304;243,168912;;;;;;
1,93027;8,107134;243,21402;;;;;;
1,930627;8,1086334;243,259002;;;;;;
1,930983;8,1101286;243,303858;;;;;;
1,93134;8,111628;243,34884;;;;;;
1,931697;8,1131274;243,393822;;;;;;
1,932053;8,1146226;243,438678;;;;;;
1,932409;8,1161178;243,483534;;;;;;
1,932765;8,117613;243,52839;;;;;;
1,933121;8,1191082;243,573246;;;;;;
1,933477;8,1206034;243,618102;;;;;;
1,933833;8,1220986;243,662958;;;;;;
1,934188;8,1235896;243,707688;;;;;;
1,934543;8,1250806;243,752418;;;;;;
1,934899;8,1265758;243,797274;;;;;;
1,935254;8,1280668;243,842004;;;;;;
1,935609;8,1295578;243,886734;;;;;;
1,935964;8,1310488;243,931464;;;;;;
1,936318;8,1325356;243,976068;;;;;;
1,936673;8,1340266;244,020798;;;;;;
1,937027;8,1355134;244,065402;;;;;;
1,937381;8,1370002;244,110006;;;;;;
1,937735;8,138487;244,15461;;;;;;
1,938089;8,1399738;244,199214;;;;;;
1,938443;8,1414606;244,243818;;;;;;
1,938797;8,1429474;244,288422;;;;;;
1,93915;8,14443;244,3329;;;;;;
